n70,g63,g45
n65,g38,g23
n6,g95,g76
n35,g70,g40
n4,g88,g80
n32,g58,g93
n26,g23,g7
n21,g81,g85
n60,g52,g59
n20,g83,g13
n51,g71,g59
n69,g70,g12
n71,g68,g41
n28,g87,g95
n14,g65,g79
n45,g73,g7
n39,g7,g76
n5,g45,g81
n23,g98,g92
n24,g47,g84
n54,g40,g18
n16,g1,g10
n17,g9,g7
n18,g14,g65
n63,g27,g79
n9,g61,g64
n25,g57,g28
n30,g85,g46
n31,g53,g79
n10,g15,g97
n43,g52,g68
n68,g57,g49
n34,g74,g86
n8,g35,g31
n53,g50,g85
n55,g4,g34
n38,g92,g24
n33,g23,g57
n62,g89,g16
n11,g93,g51
n27,g1,g4
n50,g12,g88
n44,g5,g88
n12,g41,g17
n67,g94,g64
n0,g77,g7
n22,g5,g52
n58,g83,g64
n36,g95,g72
n42,g5,g21
n61,g43,g8
n3,g86,g28
n29,g4,g21
n47,g23,g1
n49,g29,g3
n52,g45,g16
n59,g82,g74
n57,g96,g48
n66,g3,g42
n37,g13,g63
n13,g94,g10
n40,g72,g21
n19,g49,g71
n46,g36,g21
n7,g74,g92
n15,g0,g80
n48,g10,g81
n41,g3,g25
n64,g40,g78
n56,g26,g20
n2,g23,g30
n1,g36,g78
