n70,g22,g44
n65,g43,g46
n6,g86,g75
n35,g80,g56
n4,g10,g55
n32,g68,g28
n26,g1,g73
n21,g21,g9
n60,g12,g78
n20,g41,g30
n51,g10,g13
n69,g86,g23
n71,g82,g60
n28,g93,g35
n14,g52,g20
n45,g53,g70
n39,g1,g33
n5,g34,g31
n23,g41,g0
n24,g61,g90
n54,g7,g11
n16,g65,g26
n17,g41,g11
n18,g83,g4
n63,g57,g94
n9,g87,g0
n25,g64,g83
n30,g42,g6
n31,g39,g88
n10,g56,g1
n43,g50,g68
n68,g85,g13
n34,g67,g72
n8,g37,g1
n53,g36,g28
n55,g82,g24
n38,g90,g72
n33,g10,g4
n62,g33,g71
n11,g36,g98
n27,g46,g59
n50,g33,g14
n44,g87,g64
n12,g66,g0
n67,g82,g95
n0,g34,g43
n22,g67,g7
n58,g13,g66
n36,g40,g27
n42,g76,g83
n61,g27,g59
n3,g27,g84
n29,g7,g96
n47,g97,g73
n49,g69,g72
n52,g32,g9
n59,g23,g97
n57,g98,g39
n66,g88,g68
n37,g16,g0
n13,g85,g9
n40,g62,g67
n19,g79,g61
n46,g96,g15
n7,g45,g52
n15,g42,g80
n48,g23,g20
n41,g73,g4
n64,g96,g82
n56,g38,g43
n2,g78,g45
n1,g33,g6
