n70,g98,g24
n65,g88,g43
n6,g93,g57
n35,g45,g8
n4,g81,g88
n32,g40,g21
n26,g70,g35
n21,g5,g53
n60,g54,g35
n20,g61,g50
n51,g22,g70
n69,g74,g83
n28,g28,g45
n14,g82,g92
n45,g66,g32
n39,g40,g95
n5,g56,g29
n23,g5,g13
n24,g20,g73
n54,g2,g27
n16,g38,g21
n17,g78,g76
n18,g82,g15
n63,g63,g7
n9,g43,g41
n25,g85,g88
n30,g34,g13
n31,g92,g41
n10,g56,g30
n43,g34,g59
n68,g79,g39
n34,g33,g39
n8,g80,g8
n53,g74,g8
n55,g38,g47
n38,g78,g94
n33,g0,g7
n62,g4,g77
n11,g49,g51
n27,g28,g37
n50,g28,g65
n44,g90,g84
n12,g72,g52
n67,g94,g47
n0,g12,g41
n22,g6,g88
n58,g53,g0
n36,g56,g87
n42,g59,g14
n61,g24,g64
n3,g46,g33
n29,g8,g60
n47,g83,g68
n49,g95,g63
n52,g91,g55
n59,g78,g40
n57,g34,g51
n66,g85,g75
n37,g20,g37
n13,g96,g3
n40,g15,g54
n19,g7,g94
n46,g42,g46
n7,g21,g62
n15,g38,g12
n48,g94,g66
n41,g89,g23
n64,g82,g99
n56,g46,g93
n2,g32,g74
n1,g61,g47
