n70,g33,g86
n65,g92,g67
n6,g15,g47
n35,g63,g80
n4,g58,g69
n32,g54,g92
n72,g96,g39
n74,g90,g79
n26,g45,g44
n21,g6,g24
n60,g54,g35
n20,g61,g94
n73,g27,g18
n51,g40,g49
n69,g30,g74
n71,g21,g66
n28,g39,g61
n14,g83,g61
n45,g94,g95
n39,g5,g45
n5,g48,g24
n23,g82,g41
n24,g43,g9
n54,g50,g77
n16,g96,g81
n17,g24,g91
n18,g44,g23
n63,g39,g2
n9,g84,g27
n25,g20,g60
n30,g50,g69
n31,g93,g38
n10,g32,g3
n43,g42,g73
n68,g56,g11
n34,g18,g28
n8,g87,g54
n53,g4,g38
n55,g76,g19
n38,g90,g75
n33,g53,g66
n62,g19,g21
n11,g36,g83
n27,g45,g90
n50,g17,g23
n44,g42,g3
n12,g17,g79
n67,g19,g29
n0,g31,g56
n22,g88,g20
n58,g15,g33
n36,g48,g53
n42,g45,g82
n61,g75,g78
n3,g70,g21
n29,g75,g13
n47,g29,g87
n49,g22,g49
n52,g15,g90
n59,g71,g11
n57,g41,g40
n66,g86,g97
n37,g90,g69
n13,g15,g79
n40,g27,g32
n19,g74,g20
n46,g38,g89
n7,g93,g72
n15,g41,g76
n48,g11,g28
n41,g91,g22
n64,g41,g52
n56,g64,g48
n2,g57,g45
n1,g65,g54
