n70,g18,g94
n65,g72,g50
n6,g56,g22
n35,g50,g14
n4,g45,g64
n32,g80,g93
n72,g83,g16
n74,g58,g73
n26,g43,g5
n21,g7,g39
n60,g34,g18
n20,g3,g17
n73,g63,g99
n51,g9,g71
n69,g16,g91
n71,g68,g56
n28,g34,g3
n14,g8,g61
n45,g63,g48
n39,g15,g31
n5,g36,g1
n23,g93,g86
n24,g44,g7
n54,g72,g5
n16,g15,g0
n17,g11,g39
n18,g21,g67
n63,g7,g60
n9,g45,g61
n25,g53,g86
n30,g78,g26
n31,g83,g67
n10,g57,g99
n43,g47,g22
n68,g7,g14
n34,g59,g15
n8,g46,g57
n53,g94,g62
n55,g44,g49
n38,g97,g19
n33,g23,g29
n62,g95,g17
n11,g64,g5
n27,g46,g71
n50,g14,g41
n44,g45,g0
n12,g4,g99
n67,g33,g61
n0,g95,g7
n22,g47,g56
n58,g90,g12
n36,g80,g60
n42,g77,g45
n61,g81,g41
n3,g23,g59
n29,g15,g85
n47,g65,g68
n49,g89,g12
n52,g2,g57
n59,g44,g74
n57,g40,g60
n66,g4,g9
n37,g84,g3
n13,g5,g54
n40,g89,g78
n19,g54,g57
n46,g92,g60
n7,g51,g69
n15,g8,g66
n48,g79,g34
n41,g53,g34
n64,g17,g42
n56,g61,g96
n2,g31,g37
n1,g30,g74
