n70,g36,g32
n65,g44,g22
n6,g11,g20
n35,g71,g41
n4,g85,g30
n32,g95,g84
n72,g41,g82
n74,g88,g84
n26,g60,g54
n21,g6,g81
n60,g75,g3
n20,g37,g60
n73,g77,g38
n51,g58,g35
n69,g58,g52
n71,g89,g0
n28,g76,g7
n14,g16,g22
n45,g44,g70
n39,g53,g14
n5,g13,g78
n23,g94,g50
n24,g62,g91
n54,g27,g13
n16,g88,g74
n17,g91,g66
n18,g41,g1
n63,g58,g77
n9,g95,g45
n25,g38,g31
n30,g14,g46
n31,g31,g72
n10,g3,g17
n43,g61,g6
n68,g28,g24
n34,g25,g26
n8,g56,g13
n53,g58,g63
n55,g10,g35
n38,g3,g69
n33,g52,g87
n62,g27,g37
n11,g35,g98
n27,g12,g16
n50,g86,g77
n44,g95,g39
n12,g90,g94
n67,g40,g16
n0,g77,g23
n22,g13,g46
n58,g83,g2
n36,g26,g5
n42,g75,g5
n61,g24,g79
n3,g15,g92
n29,g37,g79
n47,g92,g89
n49,g8,g44
n52,g95,g10
n59,g33,g44
n57,g71,g51
n66,g34,g55
n37,g89,g35
n13,g46,g55
n40,g12,g92
n19,g69,g46
n46,g58,g19
n7,g12,g76
n15,g93,g3
n48,g68,g24
n41,g8,g43
n64,g1,g64
n56,g24,g75
n2,g71,g53
n1,g73,g26
