n0,g99,g73
n1,g71,g29
n2,g55,g96
n3,g42,g27
n4,g51,g87
n5,g5,g20
n6,g71,g72
n7,g22,g12
n8,g30,g40
n9,g41,g74
n10,g94,g91
n11,g13,g71
n12,g7,g84
n13,g15,g54
n14,g61,g37
n15,g63,g27
n16,g23,g50
n17,g92,g37
n18,g36,g20
n19,g66,g69
n20,g23,g33
n21,g70,g23
n22,g61,g18
n23,g77,g54
n24,g68,g54
n25,g49,g34
n26,g18,g1
n27,g89,g4
n28,g65,g90
n29,g20,g80
n30,g27,g25
n31,g42,g70
n32,g41,g46
n33,g79,g7
n34,g5,g39
n35,g5,g14
n36,g76,g95
n37,g66,g4
n38,g29,g47
n39,g45,g64
n40,g1,g46
n41,g17,g75
n42,g34,g36
n43,g35,g11
n44,g23,g35
n45,g64,g69
n46,g15,g67
n47,g64,g19
n48,g63,g36
n49,g85,g44
n50,g3,g2
n51,g32,g37
n52,g31,g69
n53,g73,g81
n54,g78,g56
n55,g9,g24
n56,g35,g56
n57,g4,g20
n58,g45,g38
n59,g62,g5
n60,g33,g32
n61,g25,g63
n62,g28,g6
n63,g27,g44
n64,g21,g42
n65,g3,g68
n66,g17,g1
n67,g88,g80
n68,g19,g28
n69,g81,g79
n70,g45,g58
n71,g26,g38
n72,g70,g41
n73,g62,g90
n74,g92,g51
n75,g73,g28
n76,g49,g96
n77,g68,g94
n78,g74,g99
n79,g94,g70
n80,g36,g98
n81,g6,g55
n82,g18,g49
n83,g14,g27
n84,g74,g78
n85,g92,g91
n86,g79,g98
n87,g71,g3
n88,g66,g21
n89,g25,g57
n90,g21,g55
n91,g9,g16
n92,g81,g13
n93,g34,g68
n94,g47,g43
n95,g56,g36
n96,g28,g43
n97,g96,g8
n98,g45,g98
n99,g35,g12
n100,g77,g83
n101,g48,g24
n102,g53,g96
n103,g12,g9
n104,g40,g58
n105,g2,g66
n106,g0,g10
n107,g89,g59
n108,g62,g97
n109,g97,g89
n110,g40,g46
n111,g8,g99
n112,g11,g65
n113,g81,g45
n114,g84,g1
n115,g89,g75
n116,g30,g92
n117,g85,g90
n118,g26,g14
n119,g13,g52
n120,g3,g79
n121,g50,g83
n122,g33,g2
n123,g94,g22
n124,g85,g13
n125,g25,g64
n126,g95,g91
n127,g87,g0
n128,g19,g66
n129,g0,g8
n130,g58,g72
n131,g19,g90
n132,g21,g57
n133,g10,g40
n134,g15,g89
n135,g31,g5
n136,g30,g41
n137,g9,g15
n138,g97,g76
n139,g29,g52
