n70,g16,g98
n6,g42,g53
n4,g67,g18
n22,g0,g68
n21,g80,g75
n60,g38,g78
n79,g3,g62
n74,g52,g40
n69,g19,g43
n28,g53,g55
n14,g84,g51
n45,g17,g83
n5,g43,g54
n23,g49,g21
n24,g65,g62
n17,g25,g46
n54,g33,g86
n77,g4,g41
n63,g62,g1
n9,g86,g87
n25,g76,g8
n87,g89,g27
n10,g50,g36
n68,g55,g8
n34,g2,g35
n72,g63,g69
n73,g77,g66
n55,g96,g28
n44,g30,g40
n16,g74,g7
n80,g33,g28
n81,g74,g70
n75,g46,g30
n66,g77,g47
n47,g5,g31
n52,g31,g43
n59,g32,g85
n57,g57,g88
n71,g17,g28
n37,g9,g47
n31,g25,g44
n19,g27,g87
n46,g96,g49
n65,g83,g16
n85,g7,g27
n1,g39,g73
n84,g8,g19
n32,g83,g39
n26,g23,g83
n20,g3,g82
n53,g97,g47
n56,g21,g45
n76,g76,g80
n38,g3,g24
n13,g47,g11
n67,g19,g54
n41,g71,g85
n18,g87,g39
n11,g38,g74
n30,g10,g65
n35,g93,g15
n8,g68,g38
n83,g26,g28
n39,g2,g75
n33,g43,g79
n27,g27,g29
n50,g79,g9
n12,g26,g25
n82,g75,g72
n0,g51,g60
n43,g27,g24
n58,g8,g9
n36,g34,g29
n42,g5,g76
n61,g61,g72
n78,g38,g79
n3,g26,g72
n29,g24,g19
n49,g50,g16
n86,g80,g21
n62,g97,g90
n40,g39,g59
n51,g78,g87
n7,g8,g83
n15,g30,g70
n48,g57,g71
n64,g88,g95
n2,g7,g59
