n70,g34,g53
n65,g2,g81
n6,g43,g30
n35,g44,g39
n4,g48,g45
n32,g46,g81
n26,g85,g36
n21,g3,g11
n60,g80,g86
n20,g56,g23
n51,g63,g69
n69,g56,g87
n71,g36,g21
n28,g90,g83
n14,g50,g18
n45,g37,g9
n39,g4,g74
n5,g25,g42
n23,g44,g74
n24,g44,g30
n54,g44,g58
n16,g28,g38
n17,g54,g73
n18,g68,g21
n63,g5,g96
n9,g36,g86
n25,g91,g85
n30,g99,g16
n31,g22,g48
n10,g6,g37
n43,g41,g42
n68,g89,g76
n34,g19,g98
n8,g6,g9
n53,g7,g78
n55,g15,g77
n38,g47,g71
n33,g15,g67
n62,g57,g95
n11,g83,g69
n27,g39,g99
n50,g63,g21
n44,g6,g70
n12,g40,g61
n67,g3,g50
n0,g85,g21
n22,g49,g54
n58,g24,g79
n36,g76,g63
n42,g66,g19
n61,g55,g99
n3,g26,g65
n29,g9,g88
n47,g21,g33
n49,g29,g12
n52,g80,g9
n59,g29,g28
n57,g57,g52
n66,g8,g31
n37,g35,g30
n13,g4,g48
n40,g97,g89
n19,g4,g13
n46,g12,g89
n7,g30,g88
n15,g81,g74
n48,g88,g10
n41,g61,g18
n64,g18,g32
n56,g32,g80
n2,g40,g59
n1,g33,g22
