n70,g23,g86
n65,g78,g73
n6,g21,g34
n35,g92,g58
n4,g95,g24
n32,g77,g81
n72,g45,g36
n74,g5,g9
n26,g9,g2
n21,g68,g44
n60,g59,g72
n20,g1,g65
n73,g28,g23
n51,g64,g23
n69,g20,g84
n71,g26,g14
n28,g36,g62
n77,g86,g22
n14,g29,g76
n45,g89,g80
n39,g74,g60
n5,g85,g99
n23,g4,g60
n24,g51,g99
n54,g1,g44
n16,g13,g14
n17,g84,g13
n18,g9,g87
n63,g7,g96
n9,g28,g88
n25,g30,g41
n30,g59,g43
n31,g63,g61
n10,g33,g43
n43,g70,g95
n68,g37,g55
n34,g84,g18
n8,g37,g36
n79,g98,g40
n53,g32,g52
n55,g59,g49
n38,g84,g41
n33,g38,g89
n62,g3,g84
n11,g8,g3
n27,g30,g22
n50,g62,g47
n44,g18,g25
n12,g88,g54
n67,g27,g22
n75,g39,g9
n80,g22,g98
n0,g46,g33
n22,g22,g5
n81,g35,g46
n58,g73,g34
n36,g87,g51
n42,g25,g54
n61,g44,g74
n78,g96,g12
n3,g7,g68
n29,g88,g37
n47,g94,g26
n49,g51,g19
n52,g83,g41
n59,g73,g75
n57,g32,g23
n66,g74,g95
n37,g14,g62
n13,g51,g81
n40,g7,g85
n19,g30,g81
n46,g20,g32
n7,g8,g7
n15,g27,g64
n48,g78,g74
n41,g31,g70
n76,g9,g71
n64,g74,g56
n56,g2,g27
n2,g83,g30
n1,g32,g16
