n0,g56,g35
n1,g84,g80
n2,g81,g10
n3,g78,g74
n4,g31,g44
n5,g32,g10
n6,g41,g15
n7,g88,g71
n8,g32,g0
n9,g37,g38
n10,g27,g62
n11,g43,g51
n12,g66,g62
n13,g88,g27
n14,g44,g11
n15,g21,g8
n16,g41,g77
n17,g9,g3
n18,g48,g49
n19,g7,g65
n20,g38,g86
n21,g78,g86
n22,g28,g13
n23,g63,g61
n24,g13,g62
n25,g21,g6
n26,g20,g93
n27,g50,g12
n28,g59,g70
n29,g80,g26
n30,g22,g80
n31,g6,g53
n32,g28,g86
n33,g42,g55
n34,g90,g0
n35,g22,g21
n36,g66,g64
n37,g55,g13
n38,g31,g49
n39,g4,g62
n40,g2,g30
n41,g85,g11
n42,g46,g43
n43,g50,g53
n44,g53,g67
n45,g91,g26
n46,g18,g48
n47,g72,g51
n48,g48,g47
n49,g17,g87
n50,g85,g63
n51,g24,g0
n52,g90,g15
n53,g26,g43
n54,g34,g41
n55,g6,g71
n56,g33,g56
n57,g14,g86
n58,g1,g97
n59,g39,g73
n60,g87,g3
n61,g47,g23
n62,g3,g58
n63,g98,g43
n64,g75,g22
n65,g85,g79
n66,g9,g67
n67,g81,g33
n68,g71,g93
n69,g87,g40
n70,g97,g18
n71,g97,g74
n72,g40,g68
n73,g17,g75
n74,g97,g54
n75,g40,g3
n76,g25,g64
n77,g1,g62
n78,g71,g36
n79,g78,g96
n80,g2,g50
n81,g79,g20
n82,g45,g91
n83,g84,g30
n84,g94,g69
n85,g93,g63
n86,g52,g91
n87,g84,g55
n88,g78,g90
n89,g67,g52
n90,g9,g71
n91,g98,g28
n92,g0,g83
n93,g18,g37
n94,g12,g33
n95,g10,g96
n96,g33,g2
n97,g7,g91
n98,g22,g19
n99,g81,g47
n100,g3,g91
n101,g36,g18
n102,g28,g70
n103,g80,g27
n104,g34,g57
n105,g95,g89
n106,g58,g14
n107,g8,g42
n108,g64,g23
n109,g44,g39
