n0,g30,g37
n1,g0,g4
n2,g41,g40
n3,g62,g2
n4,g13,g41
n5,g67,g43
n6,g36,g82
n7,g14,g88
n8,g96,g0
n9,g18,g82
n10,g70,g30
n11,g17,g60
n12,g28,g72
n13,g58,g85
n14,g3,g99
n15,g64,g8
n16,g34,g1
n17,g89,g87
n18,g56,g21
n19,g91,g12
n20,g25,g15
n21,g15,g92
n22,g17,g5
n23,g74,g18
n24,g97,g21
n25,g39,g79
n26,g6,g10
n27,g67,g31
n28,g9,g51
n29,g91,g94
n30,g95,g83
n31,g4,g79
n32,g53,g75
n33,g59,g79
n34,g76,g23
n35,g51,g72
n36,g62,g58
n37,g29,g90
n38,g21,g77
n39,g79,g30
n40,g26,g98
n41,g36,g98
n42,g96,g36
n43,g98,g1
n44,g82,g22
n45,g65,g12
n46,g21,g22
n47,g25,g29
n48,g7,g1
n49,g35,g19
n50,g18,g51
n51,g87,g86
n52,g2,g22
n53,g43,g19
n54,g71,g54
n55,g35,g28
n56,g88,g5
n57,g60,g30
n58,g51,g95
n59,g54,g90
n60,g82,g53
n61,g70,g20
n62,g28,g27
n63,g23,g94
n64,g88,g35
n65,g33,g90
n66,g90,g4
n67,g61,g54
n68,g73,g7
n69,g80,g5
n70,g82,g60
n71,g36,g0
n72,g12,g80
n73,g22,g18
n74,g2,g3
n75,g27,g0
n76,g76,g41
n77,g19,g97
n78,g55,g85
n79,g61,g46
n80,g33,g35
n81,g61,g23
n82,g75,g57
n83,g63,g18
n84,g34,g26
n85,g65,g27
n86,g42,g57
n87,g33,g44
n88,g4,g60
n89,g29,g50
n90,g98,g87
n91,g56,g42
n92,g88,g11
n93,g71,g20
n94,g77,g6
n95,g8,g63
n96,g75,g84
n97,g73,g14
n98,g3,g31
n99,g55,g77
n100,g33,g15
n101,g9,g73
n102,g43,g96
n103,g92,g98
n104,g72,g16
n105,g68,g81
n106,g48,g25
n107,g13,g31
n108,g43,g35
n109,g49,g92
