n70,g43,g71
n65,g61,g79
n6,g61,g35
n35,g6,g67
n4,g16,g62
n32,g12,g55
n72,g36,g81
n74,g80,g81
n26,g46,g5
n21,g49,g81
n60,g58,g69
n20,g99,g47
n73,g74,g42
n51,g80,g86
n69,g8,g64
n71,g99,g79
n28,g4,g52
n77,g87,g53
n14,g64,g7
n45,g44,g49
n39,g74,g58
n5,g17,g50
n23,g37,g46
n24,g94,g31
n54,g6,g65
n16,g12,g0
n82,g61,g1
n17,g26,g37
n18,g91,g59
n63,g39,g83
n9,g94,g56
n25,g77,g9
n30,g41,g39
n31,g62,g59
n10,g60,g39
n43,g16,g79
n68,g73,g26
n34,g24,g95
n8,g77,g47
n79,g22,g61
n53,g30,g66
n55,g26,g90
n38,g55,g39
n33,g77,g51
n62,g34,g5
n11,g25,g82
n27,g36,g37
n50,g85,g15
n44,g89,g76
n12,g5,g78
n67,g23,g89
n75,g96,g49
n80,g65,g72
n0,g93,g65
n22,g50,g53
n81,g84,g99
n58,g82,g89
n36,g38,g62
n42,g40,g43
n61,g29,g44
n78,g32,g98
n3,g75,g17
n29,g40,g78
n47,g33,g54
n49,g25,g49
n52,g23,g49
n59,g84,g90
n57,g54,g23
n66,g64,g54
n37,g76,g24
n13,g73,g76
n40,g13,g23
n19,g7,g1
n46,g91,g42
n7,g25,g50
n15,g21,g90
n48,g97,g72
n41,g42,g15
n76,g31,g35
n64,g32,g60
n56,g96,g22
n2,g36,g21
n1,g6,g60
