n70,g68,g78
n65,g78,g46
n6,g22,g24
n35,g71,g94
n4,g90,g86
n32,g14,g59
n72,g0,g75
n74,g10,g31
n26,g16,g93
n21,g58,g23
n60,g24,g69
n20,g99,g38
n73,g13,g30
n51,g0,g62
n69,g19,g88
n71,g48,g54
n28,g80,g85
n77,g79,g20
n14,g63,g3
n45,g32,g96
n39,g26,g9
n5,g48,g71
n23,g98,g40
n24,g21,g15
n54,g34,g30
n16,g37,g32
n82,g90,g80
n17,g40,g57
n18,g33,g61
n63,g46,g8
n9,g74,g20
n25,g56,g37
n30,g6,g9
n31,g44,g3
n10,g58,g73
n43,g23,g22
n68,g87,g15
n34,g69,g39
n8,g44,g93
n79,g16,g95
n53,g8,g15
n55,g99,g15
n38,g24,g82
n33,g40,g14
n62,g10,g93
n11,g10,g38
n27,g62,g32
n50,g18,g5
n44,g21,g11
n12,g19,g41
n67,g97,g30
n75,g24,g43
n80,g59,g83
n0,g2,g18
n22,g92,g43
n81,g47,g81
n58,g15,g70
n36,g53,g57
n42,g28,g38
n61,g38,g87
n78,g7,g13
n3,g6,g76
n29,g76,g41
n47,g33,g17
n49,g56,g68
n52,g99,g23
n59,g32,g89
n57,g91,g45
n66,g94,g10
n37,g88,g97
n13,g6,g66
n40,g26,g77
n19,g93,g76
n46,g90,g32
n7,g9,g80
n15,g91,g55
n48,g55,g28
n41,g78,g94
n76,g52,g87
n64,g5,g12
n56,g40,g74
n2,g73,g92
n1,g85,g71
