n70,g69,g90
n6,g63,g47
n4,g64,g32
n22,g57,g74
n21,g71,g76
n60,g74,g88
n79,g56,g2
n74,g46,g82
n69,g51,g28
n28,g39,g87
n14,g7,g43
n45,g65,g46
n5,g95,g32
n23,g74,g12
n24,g9,g19
n17,g2,g8
n54,g10,g93
n77,g34,g6
n63,g75,g89
n9,g56,g15
n25,g13,g84
n10,g30,g56
n68,g10,g98
n34,g81,g70
n72,g59,g48
n73,g84,g68
n55,g24,g29
n44,g70,g48
n16,g47,g56
n80,g52,g5
n81,g15,g85
n75,g8,g14
n66,g98,g65
n47,g50,g38
n52,g33,g26
n59,g8,g47
n57,g5,g75
n71,g47,g73
n37,g86,g29
n31,g30,g64
n19,g85,g36
n46,g85,g68
n65,g82,g40
n85,g28,g93
n1,g55,g4
n84,g87,g21
n32,g8,g87
n26,g30,g91
n20,g85,g5
n53,g39,g40
n56,g5,g4
n76,g34,g61
n38,g83,g92
n13,g89,g18
n67,g55,g0
n41,g24,g47
n18,g31,g44
n11,g10,g22
n30,g39,g17
n35,g42,g68
n8,g77,g14
n83,g43,g55
n39,g22,g3
n33,g58,g43
n27,g26,g99
n50,g95,g79
n12,g30,g85
n82,g6,g23
n0,g38,g68
n43,g80,g2
n58,g0,g77
n36,g7,g69
n42,g27,g18
n61,g92,g89
n78,g32,g53
n3,g17,g61
n29,g80,g74
n49,g72,g20
n86,g89,g41
n62,g26,g30
n40,g84,g3
n51,g21,g24
n7,g31,g71
n15,g84,g89
n48,g64,g20
n64,g81,g77
n2,g98,g35
