n70,g89,g74
n6,g90,g34
n4,g31,g62
n22,g9,g34
n21,g61,g27
n60,g90,g45
n79,g45,g5
n74,g73,g18
n69,g50,g85
n28,g58,g50
n14,g64,g49
n45,g13,g95
n5,g62,g13
n23,g91,g88
n24,g66,g13
n17,g52,g25
n54,g91,g62
n77,g44,g71
n63,g24,g47
n9,g33,g64
n25,g59,g50
n10,g59,g45
n68,g6,g55
n34,g99,g91
n72,g86,g54
n73,g43,g73
n55,g10,g71
n44,g18,g88
n16,g20,g28
n80,g11,g2
n81,g40,g26
n75,g61,g37
n66,g95,g3
n47,g86,g93
n52,g60,g91
n59,g8,g4
n57,g28,g33
n71,g1,g52
n37,g56,g33
n31,g19,g97
n19,g50,g38
n46,g65,g32
n65,g73,g97
n85,g23,g25
n1,g11,g89
n84,g74,g30
n32,g45,g12
n26,g88,g10
n20,g25,g36
n53,g0,g5
n56,g78,g33
n76,g21,g57
n38,g46,g4
n13,g44,g56
n67,g65,g97
n41,g42,g36
n18,g26,g90
n11,g80,g48
n30,g42,g52
n35,g91,g8
n8,g14,g64
n83,g58,g24
n39,g90,g22
n33,g37,g40
n27,g18,g87
n50,g64,g86
n12,g4,g71
n82,g8,g48
n0,g5,g95
n43,g3,g87
n58,g94,g14
n36,g46,g63
n42,g90,g72
n61,g60,g19
n78,g71,g25
n3,g95,g49
n29,g38,g36
n49,g0,g51
n86,g35,g16
n62,g86,g89
n40,g50,g13
n51,g25,g67
n7,g69,g12
n15,g10,g65
n48,g77,g34
n64,g68,g75
n2,g42,g13
