n70,g91,g45
n65,g60,g17
n6,g48,g25
n35,g33,g46
n4,g74,g1
n32,g52,g21
n72,g29,g33
n74,g15,g58
n26,g39,g60
n21,g88,g65
n60,g9,g16
n20,g52,g40
n73,g54,g4
n51,g94,g88
n69,g26,g69
n71,g77,g54
n28,g99,g6
n77,g32,g89
n14,g39,g40
n45,g92,g89
n39,g14,g1
n5,g74,g12
n23,g70,g86
n24,g21,g32
n54,g97,g33
n16,g23,g37
n17,g73,g23
n18,g15,g81
n63,g5,g18
n9,g59,g65
n25,g31,g70
n30,g96,g94
n31,g40,g97
n10,g54,g53
n43,g35,g72
n68,g23,g13
n34,g1,g40
n8,g88,g75
n53,g40,g73
n55,g25,g56
n38,g38,g8
n33,g16,g46
n62,g48,g13
n11,g93,g11
n27,g16,g1
n50,g89,g90
n44,g21,g97
n12,g17,g47
n67,g88,g60
n75,g30,g94
n0,g55,g74
n22,g37,g68
n58,g79,g93
n36,g76,g98
n42,g65,g86
n61,g22,g14
n78,g75,g58
n3,g28,g47
n29,g2,g36
n47,g79,g14
n49,g74,g4
n52,g45,g93
n59,g96,g33
n57,g9,g43
n66,g43,g14
n37,g25,g59
n13,g66,g5
n40,g85,g32
n19,g18,g46
n46,g61,g65
n7,g28,g17
n15,g15,g65
n48,g1,g7
n41,g53,g56
n76,g19,g4
n64,g19,g18
n56,g90,g63
n2,g4,g37
n1,g51,g93
