n70,g16,g81
n65,g61,g28
n6,g90,g20
n35,g73,g65
n4,g59,g33
n32,g60,g20
n72,g59,g47
n74,g4,g96
n26,g41,g16
n21,g81,g95
n60,g39,g88
n20,g33,g98
n73,g57,g21
n51,g73,g52
n69,g64,g75
n71,g96,g38
n28,g37,g65
n77,g33,g26
n14,g40,g3
n45,g99,g85
n39,g65,g48
n5,g27,g42
n23,g21,g47
n24,g8,g53
n54,g54,g25
n16,g75,g57
n17,g52,g55
n18,g40,g94
n63,g89,g98
n9,g75,g60
n25,g58,g40
n30,g99,g56
n31,g43,g74
n10,g22,g36
n43,g34,g82
n68,g10,g78
n34,g20,g78
n8,g17,g13
n53,g7,g30
n55,g28,g7
n38,g74,g25
n33,g25,g7
n62,g54,g3
n11,g39,g58
n27,g94,g44
n50,g13,g41
n44,g73,g78
n12,g81,g40
n67,g64,g12
n75,g55,g15
n0,g20,g39
n22,g41,g9
n58,g33,g84
n36,g85,g12
n42,g90,g18
n61,g2,g7
n78,g21,g52
n3,g46,g19
n29,g18,g11
n47,g53,g12
n49,g36,g42
n52,g1,g28
n59,g65,g26
n57,g10,g26
n66,g97,g28
n37,g84,g49
n13,g15,g52
n40,g85,g6
n19,g22,g75
n46,g39,g83
n7,g36,g32
n15,g64,g29
n48,g87,g22
n41,g34,g3
n76,g21,g26
n64,g88,g31
n56,g79,g3
n2,g76,g37
n1,g34,g8
