n70,g93,g70
n65,g2,g91
n6,g66,g85
n35,g28,g33
n4,g26,g17
n32,g34,g41
n72,g78,g86
n74,g54,g73
n26,g44,g39
n21,g11,g51
n60,g47,g82
n20,g87,g50
n73,g75,g2
n51,g25,g33
n69,g9,g71
n71,g96,g62
n28,g69,g26
n77,g70,g1
n14,g72,g81
n45,g13,g17
n39,g24,g58
n5,g95,g41
n23,g17,g2
n24,g82,g28
n54,g31,g98
n16,g34,g47
n17,g1,g94
n18,g66,g99
n63,g47,g44
n9,g43,g34
n25,g49,g67
n30,g26,g19
n31,g80,g28
n10,g57,g77
n43,g44,g19
n68,g34,g98
n34,g20,g9
n8,g68,g2
n53,g87,g0
n55,g86,g62
n38,g48,g80
n33,g63,g91
n62,g85,g53
n11,g6,g15
n27,g38,g39
n50,g13,g65
n44,g75,g43
n12,g69,g72
n67,g24,g30
n75,g30,g7
n0,g85,g49
n22,g64,g90
n58,g37,g87
n36,g72,g92
n42,g21,g98
n61,g31,g95
n78,g89,g49
n3,g29,g47
n29,g58,g18
n47,g85,g1
n49,g4,g9
n52,g91,g37
n59,g90,g4
n57,g66,g54
n66,g49,g45
n37,g0,g92
n13,g10,g26
n40,g41,g54
n19,g35,g85
n46,g74,g96
n7,g29,g38
n15,g12,g64
n48,g55,g65
n41,g2,g33
n76,g53,g21
n64,g10,g90
n56,g48,g98
n2,g42,g38
n1,g95,g96
